	plus_min	del_min	plus_del
YIL137C	-0.73342963165063	-1.32694156020274	3.06242637359123
YOR012W	0.644357882128725	-1.20541125808912	-1.81396706971279
YKL148C	-0.612333742097461	1.2900888341039	-1.50060149130396
YLL060C	-1.61786470624974	-1.58320978756863	1.53167122526742
YGL179C	-0.752309830155553	-1.94402916027966	1.42795388607684
YBR131W	-0.836273007904998	-3.08083071897946	-1.95263365137829
YPR079W	0.639069095838963	1.99201855689763	-2.24903913651013
YOL083W	-0.446158991330378	-1.12509559978862	-2.45071831111205
YBR103W	-0.681071403439733	-1.65906385672208	2.04069265944684
YBL025W	-0.794477062996478	-1.53364605002603	-1.26254846861959
YIL004C	-0.81305117026857	1.5453380819831	2.15785384064105
YLR214W	0.708817687877119	0.94815992561889	1.39654941171098
YBR097W	-0.854729244255138	-1.64482956387739	-1.44485782329754
YIL050W	-0.689441344082808	3.29281322977886	1.62740311307906
YBR177C	-1.27723472326824	-2.12202205133884	1.59972796062105
YBR182C	-0.933866909039854	-1.8094372851685	2.71282608749362
YBL091C-A	-0.658553834921808	-1.27445695210923	1.28330189247541
YIL160C	-0.619443968221748	-1.08581010066764	1.76818598089606
YAL065C	3.11467497831476	-1.07913709215048	1.08853585850928
YBR143C	-0.819463837209804	-2.35284502624785	1.43523997138818
YBL031W	-0.779946871271778	-1.53666042716452	1.67466457820717
YKL103C	-0.159254796984528	-1.80751999488903	-1.43557595999837
YBL079W	-0.799739890017206	3.60535117919075	-1.45639754230449
YIL033C	-0.812887354313416	-1.31101275628627	1.85122838836673
YBR236C	-0.72457554166994	1.99380423149262	2.19912739541261
YIL161W	-0.616155950453558	1.64794322555289	2.32190943624288
YIL085C	-0.801164100152655	1.33166374007566	2.84814305174537
YBR270C	-0.819313325520894	1.65683307474788	-3.70082473943376
YBR234C	-0.832692922535808	-2.21897065813511	1.58280260467789
YBL024W	-0.835109580948264	-2.29881274986089	2.14406509657995
YCR101C	1.13876177574749	-1.28932266579098	1.27251100523019
YIL132C	-0.702036447231658	-1.16902072989067	1.68110912437036
YAL060W	0.840012151849236	1.32632964149712	1.09180605973532
YBR220C	-0.869305762377233	-1.32787733745707	-5.73638236183637
YIL041W	-0.875625056395563	1.2435990408208	-1.91339618571002
YIL022W	-1.06552688661832	2.02431895395864	1.41007340807955
YIL063C	-0.668912308930073	-1.43561290929644	1.38856839563891
YBR253W	-0.883317244861905	-1.41005098925802	3.2655769769071
YIR036C	-0.893329741118871	1.50971521552576	1.75226422702425
YBR196C	-0.479149597980751	-0.979290869151153	-1.17765682207344
YIL104C	-0.802516509633172	-2.33136455298768	1.65238547205477
YBR013C	-0.705589552905391	-1.27087992336491	1.17650044831775
YGR043C	0.175926203649433	-1.32399972296149	1.60669233911962
YLL041C	-0.575654680726258	-1.33192389422327	1.24687871859013
YIL098C	-0.791360069212893	0.930388326799831	-1.38516069252082
YIL061C	-0.698342379926844	3.18434318535011	1.69637810496129
YIL130W	-0.656292170649942	1.25890447633711	1.3303404235981
YPL177C	0.749621924085991	1.51716331591496	-1.28006871893744
YDR127W	0.737193641971891	1.33088134295556	-3.81441442274327
YHL035C	1.71766729470041	-1.92619447225975	1.71992506632455
YBR179C	-0.911394393963018	-1.28986763915558	-2.46583121257767
YBR185C	-0.908223869567575	-1.85575063272437	1.99643332945576
YIR016W	-0.627316839426344	-1.29190446407125	1.41455889169925
YBR023C	-0.968567423052052	-1.2426895709923	-1.39299998639377
YIL151C	-0.853464831393179	-1.80827620028282	-2.4567673552575
YIL169C	1.67200001723679	-1.20476667409082	1.80888564539782
YIR007W	-0.450433274082391	2.59831212383273	1.3733532873836
YBR050C	-1.29497220457335	-1.08394740881023	-4.02269499457386
YBR110W	-0.819966590727048	2.64818670847299	-1.32589657451136
YBR259W	-0.868351048148905	-1.34046531137344	2.30222060280181
YCR089W	1.97030428485417	1.40570679041539	2.01868043996447
YPR001W	-0.792436288655888	-1.53347788902736	1.34664069456541
YOR338W	-0.91868679737127	-1.21502750830898	-1.87264691929476
YIL002C	-0.897004229635975	-1.31873848086256	1.48838384353011
YBR150C	-0.933369949851178	1.42270372908256	2.32752480155689
YBR149W	-0.307954866222931	-1.45533919698683	-4.14780210677445
YBR148W	-0.84825788259841	3.55015256219751	1.30029002591371
YBR282W	-0.955550470132125	-1.41589964322135	1.1859165074822
YMR321C	0.611061655248946	1.04004764442821	-2.1653783335858
YBR012C	-0.816609272665132	-1.33425745976211	2.2776531883334
YBR004C	-0.815058044368019	-1.18110375429436	-1.19800333918451
YPR147C	-0.763071336091614	2.24192438674449	1.32055729696058
YGR205W	0.688915662404051	1.3013253314362	1.67374513486387
YIL038C	-0.833822564292463	-1.25271844713143	2.46740973501246
YIL077C	-0.786808219091724	-1.90102836145329	-1.63633074424416
YLR231C	1.41718557273994	-2.05107874867201	-1.4499778495775
YBL076C	-0.666047177567894	-1.09896654565191	-1.57999844086788
YMR011W	1.32015205262849	-1.23382260649088	-1.95234946206145
YGL263W	1.63424582779891	-1.40208748000445	-2.34281459775574
YDR223W	-0.729858127069559	-2.02129766375991	-3.46028243523043
YBR060C	-0.830425181881805	-2.78758653920482	-2.92164849096745
YCL055W	0.72198079641131	-2.41041642039345	1.43135755956981
YBR292C	-0.585833391945691	1.59578453014373	1.66163002615289
YIL159W	-0.674581314276953	-1.55655033876982	-1.65704779803492
YBL029C-A	-1.01787707039873	-2.24095644751394	-1.28797416413446
YKR039W	-0.313859227766514	-1.39970224796813	-1.30077913152951
YPR153W	0.489279025071917	1.00551369705407	2.07205860665938
YBR138C	-0.922579123857301	1.92706872341096	-2.50524290404146
YKL218C	1.1588178214827	-1.4596346462746	-3.44208259680454
YIL095W	-0.801514150563835	1.92410562102635	2.20935253149082
YBR153W	-1.00269066057701	-2.14765347431635	-1.53282221586754
YBR184W	-0.875782509024274	2.13618422447866	1.82482402239185
YOR383C	3.1184154635027	1.22151478569735	-1.36241643097858
YAL058W	0.412972133388271	1.83481569803088	2.00440768567834
YGR144W	-0.849461363940102	2.82436809360426	-2.02272922893751
YDL036C	0.396269683887014	-1.16139806377506	1.23818256698007
YLR205C	0.781310124382159	2.10205155933647	1.5698820377665
YIR037W	-0.613762489836529	-1.38194212930656	1.71894741960711
YIL047C	-0.827370421118394	-1.83044990479357	1.90120324246148
YIR012W	-0.923866098858072	-1.49274181135172	1.12120856542936
YBR269C	-1.07495268852686	-3.5813363071903	1.15167023025489
YBR229C	-0.608730702129848	1.7109733038146	-2.30439522984042
YOR356W	-0.758208617778575	-1.54762885653057	1.34372797406978
YGR295C	-0.779972476930663	1.46977510211399	3.56739762994075
YBR030W	-0.695768292493047	-1.45346365519912	1.04880684641718
YDR415C	0.451637601210907	0.999733973208902	-1.80672189133697
YIL165C	-0.481193736603237	1.27698522166623	-2.19323548610986
YBR121C	-0.757972448380863	2.47194690832429	-1.00857835667196
YBR011C	-0.441094531680375	-1.75074010057849	2.45181664698545
YER096W	-0.534923201582033	-2.24225175949134	1.75866991112331
YDL027C	-0.383343803918051	-1.28429247325768	1.00137243621568
YIR021W	-0.921738450344679	-1.1002173645792	1.91533327372919
YBR099C	-0.831744597726862	-1.13372935265416	1.67582335124898
YIL107C	-0.963115297271718	1.75423720746832	1.88604424443277
YDL037C	0.974558792289193	-1.15428566566213	1.38460452390356
YHR137W	-0.636029538298766	-1.65123650343138	1.60593495191719
YBR290W	-0.760236488109698	-2.20699633318179	1.51429990908662
YIL138C	-0.70874781926599	-1.10469760590594	-1.21753864687657
YOR161C	0.916504594739213	-1.84040848642518	-1.70249896698604
YMR233W	0.403823187834391	-1.1336446131141	1.16361320347331
YBR228W	-0.790816977097935	-1.02264702124039	1.55737783185177
YBR268W	-0.962336347116717	1.0691966332035	1.53692032960299
YBR248C	-0.775763689156217	-1.66545754592304	-1.50919692083927
YOR013W	0.676883272743818	-1.35867393660187	1.73320342797937
YBL090W	-0.912305255976497	2.0669419379436	-1.00126098626227
YBL060W	-0.614009358939783	2.56674871632782	1.1195497932628
YML054C	-0.771782886364787	3.18122920078456	-1.18060191468824
YER145C	1.34995973530062	2.27124569134217	1.38681237892936
YML008C	0.453555247195911	1.94581644210569	1.04651313987288
YIL091C	-0.830123250691708	-1.57344784816333	2.09617589534741
YBR193C	-0.671838369624563	-0.964278691125034	1.58985515700756
YBR291C	-0.968797759476549	1.25819538350692	2.1306058246038
YPL026C	-0.475568463421406	-1.08694242648399	1.80761729330538
YER124C	0.96512424658099	-1.80743151309434	-1.25202752845343
YBR219C	-0.60463358218611	-1.62661915173262	1.09348837572716
YOR378W	0.473976411268049	-1.38092808377518	1.64092869814643
YMR232W	0.851665894880692	1.36624605863246	1.16482098943183
YLR042C	1.02789506667726	-1.7563219020515	-3.58691128911557
YBR213W	-1.00241404084405	-1.05168402336573	-1.5380591250559
YLR174W	-0.384223547202339	1.18991717064906	1.45635632694715
YBR114W	-1.03542244068125	4.59340774127898	-1.15083688609305
YDL046W	-0.334934048908881	-0.990038445389255	2.18091431762556
YBL063W	-0.920819022850515	2.66368645438922	-1.07391848157315
YIL135C	-0.924034469757476	-0.987139159363292	-0.996766746298243
YPR013C	0.717359818733435	1.08510525095581	2.23503014885296
YHR211W	2.23908063773285	-1.11795567782382	-2.74066292874524
YHL036W	-0.479285778702817	1.81393492008837	-1.73293831716745
YNL193W	0.56365377269622	-1.07300281211883	-1.82567513527826
YJR025C	1.4672925692527	1.66010240422647	2.31687061627683
YIR014W	-0.988370510545066	-1.02178987915452	-1.08918792818094
YBR278W	-0.760870730511342	-0.935864609244755	-3.35077960977025
YBR129C	-1.08219259916983	3.13234663189107	1.56930271000784
YDR216W	-0.842639556111803	1.04934411500944	1.48000282920184
YLR265C	-0.670742225948091	-1.15377147085652	1.60943479320663
YBR074W	-0.670482303746352	-1.28410744530618	-2.16779991548329
YBL084C	-1.08050960225511	1.57989420389095	-1.68389449519634
YBR267W	-0.993754523620412	1.2193028647856	1.51999323771298
YML075C	0.670340589000744	-1.77655316567528	-1.13761745207739
YIL097W	-0.711687432975138	-1.11914675589873	1.24794523104999
YBR211C	-0.886102200116751	0.939665380598886	1.74493991049249
YGL121C	-0.20010857958832	4.57530536290573	1.66904369659547
YDL123W	-0.485939549360414	-1.33480991182976	1.97723800829123
YIL059C	-0.706347442213494	-0.961260414904292	-2.46862604838872
YJL186W	0.497234779039103	-1.2640822452103	-2.83009102649249
YIL134W	-0.995011069726298	1.70443715114603	-1.35412740777894
