	plus_min	del_min	plus_del
YDR365C	0.294536612008422	-0.567176746189182	0.516132171953039
YNL128W	0.319791759094097	1.67547808543592	0.917868938732355
YNL016W	0.331086001017512	-1.38090982688629	-0.482506086372971
YDR023W	0.120921222251779	-0.540981511843381	-1.31918397455603
YGR076C	0.28279894933869	0.502668154577923	0.841111953319156
YPL114W	-0.293631671720521	0.604822532735114	1.17223669616404
YLR401C	0.194769506244935	0.976695135703165	-1.75983101952641
YDL091C	0.287731181595062	1.37927298983554	-0.507739295503413
YJR137C	-0.16220062021726	-0.693977729784144	-0.787712801312474
YAR064W	0.725762766325987	-0.509368360852799	0.541769261812973
YOR226C	0.553830007576654	1.46621002534086	0.713690879583474
YGR031W	0.136816217518562	0.631876878444647	0.959483599204946
YDR133C	0.194144927217023	-1.26532773366629	0.944285650486917
YDL182W	0.203056246296592	-0.613895812736419	-1.10214144707594
YDR280W	0.233516702666227	-0.799251251502802	-1.60757268339966
YBR212W	-0.849644367089933	1.02404196960519	0.679280083817646
YPL239W	0.212977008804158	-0.539315714087218	0.711138388101689
YJL090C	0.260828007843352	-0.722136919164703	-0.720994214119343
YBL068W	-0.667207959950618	-0.883733416249542	-0.551623078476322
YOR247W	-0.628741866299947	0.434489272551699	1.0392272036368
YOL010W	0.229066401869765	2.23508082988189	0.638566942818294
Q0060	-0.748322105222822	0.713395054251252	-1.37150427222787
YPL108W	0.184125681498096	0.498283833304826	0.597891187381935
YOL096C	0.268839739148475	0.767850250834575	-0.696774085553454
YGL017W	0.190240764604556	-0.957443296076638	-0.52971352282572
YOR079C	0.330768474619896	-0.496579450827433	0.663156398454081
YBL051C	-0.678176637573808	-1.87985550528873	-0.516239976837126
YNR018W	0.37563824675919	1.37721078061218	1.37900908379129
YPR131C	0.34228598640909	-0.868214138123593	1.35045966682444
YBR180W	-0.368495157837706	-0.635408446930766	-0.94379240259953
YHR197W	0.082975938180384	0.952326348574221	-1.32516308273857
YKL042W	0.167619158489019	0.515292374723408	0.8841918851773
YHL004W	-0.184416816992872	-1.25016593056997	0.693430800694603
YLR015W	0.205727215145188	-0.419996305138068	-0.504224073797722
YNL107W	0.264473071774784	0.491872852060053	0.614945906754602
YPL137C	-0.387314513280264	0.954162986119979	0.437284735019506
YMR236W	0.232354088570889	0.78932768580103	0.611673309674907
YHR052W	0.204385943159107	0.390685685597151	0.859331385480384
YGL048C	-0.152944134178978	-0.786518475378849	-2.22841942841658
YPR009W	0.272716040769299	0.985717344998727	0.853977642191359
YDR308C	0.320042481535698	-0.690646158904484	-0.44093094700882
YPL237W	0.21809963734034	-0.589674607095679	1.32379785996742
YGR174C	-0.0436710468717817	2.19709989004456	-1.27235443787918
YOL141W	0.132883187967015	1.0333552555372	0.44012472904761
YOR216C	0.244655657145815	0.588031827705398	1.01387087749483
YGL132W	-0.305058704191712	-0.561528222658684	0.903253456962711
YJL164C	-0.215426923765799	0.616592184039678	0.728570883622686
YOL041C	0.0721581796211736	-1.25238588895014	0.914928257591513
YMR229C	0.167107714955152	-0.830365817278074	0.439530767997049
YOR057W	0.286672548587834	-0.466283852701795	1.03623879974678
YER173W	-0.205002532867047	-0.688534505947299	0.584626480669511
YDL168W	-0.326288196058686	-1.01450807130321	0.563539161264723
YKL078W	0.253816424998208	0.947300294149179	-0.513365267605429
YHR169W	0.151240603740238	-0.541660282372413	-0.473787057644081
YIL136W	-0.444950585129071	0.776969987883678	0.521719612435299
YEL051W	0.474683531756718	-0.705111903083098	0.620220678031171
YGR012W	0.223545027080911	0.596917557839159	1.27218527985926
YOL128C	0.269545599730894	0.977043983901446	-0.495677693244452
YOR347C	-0.0621449203448283	-0.636740542513489	0.644110204182768
YNL120C	-0.440824969615095	-1.28408554123182	-1.25400405559782
YMR308C	0.19415402976952	0.670454397405527	-1.16528306895839
YOR169C	0.263849740026903	0.488814367468539	-1.19084987681262
YLR162W	0.576812085590686	1.19135641450678	0.808915905143116
YDR165W	0.121834028209875	-0.737442007536722	0.630818457401864
YLL044W	0.292553576562756	-0.506751137127662	0.730580139811249
YLR318W	0.209174987968167	-0.59554227169582	1.09040505879114
YLR151C	-0.263424736256512	-1.00136500616807	1.90083348954368
YKR097W	-0.42544291147223	0.880710215616619	-0.816899298059751
YAL061W	0.0761999715147297	-0.76181391866184	-1.05119220277411
YGL115W	0.376305776142593	0.576825052269904	-0.866675774337487
YLR179C	0.559161125064938	0.685663801797054	-1.00752880427972
YNL304W	0.176668757864181	1.08633632602246	0.97411285834246
YDL183C	0.254209108884928	-0.477922415359763	0.668139177153838
YDL048C	-0.476845691718483	-0.585642996446071	0.675291990793077
YFR018C	0.356968405835798	2.11572410608933	-0.730463366528655
YLR024C	-0.496874711658364	1.20855385249127	0.558644907023889
YOR299W	0.224132787546108	-0.877088074122969	1.22309699680919
YDR319C	0.423423047599118	-0.421652714831315	-1.45236149976732
YPR076W	-0.212219498850574	0.414140821320079	1.27946952236815
YMR154C	0.189667728501531	-0.678301415631466	0.739540628341077
YFR047C	0.537597149862717	0.897876425223798	0.780130845536102
YAL025C	0.0492290522908339	0.616968638238326	-0.802061949487458
YGR061C	0.102554982558708	0.864868876341634	0.996534797086095
YKR078W	0.286965860159257	0.737537209132274	-0.473397356394886
YGL134W	0.198600447837174	0.985001637928958	-1.6508902461296
YLR291C	0.298485333564433	-0.626337400074338	-0.438861610519876
YOR283W	0.319652819488497	0.829064068152914	0.50869581617275
YDR195W	0.198257471376114	1.0249527632953	0.835729787335532
YAL022C	0.375244136536106	0.522778721646271	-1.03671968945802
YGR246C	0.357646533786456	-1.18487812995176	-0.901533401897439
YMR098C	0.190729107857607	0.570953019463136	0.784428538523667
YBL042C	-0.615608790715032	1.99777948328333	1.03765785293441
YDR077W	0.378714780517469	-0.411082025029183	0.561878686465846
YGL076C	0.414159609529063	-1.72503503537371	1.0625561291767
YHR085W	0.257529982753048	-0.847999602743644	-1.51512396893211
YER060W	0.410310392982532	-0.758222642843068	0.669415254409735
YFR028C	0.184273065746029	0.523610438752142	-1.04199861128937
YKR091W	0.596788992358434	-0.883822974754929	0.558842467786298
YPL133C	0.220754352928959	1.19003212124123	0.653344609782686
YLR127C	0.262925301037776	0.886267463003339	-0.501763577943245
YGL034C	-0.322826978843601	-0.838023730166461	1.17249995820392
YKR081C	0.0790751655779104	0.599887012712325	-1.01787776954064
YNL007C	0.583968470461828	0.600109856708393	0.486489183000067
YJR096W	0.184328835774721	0.98281611444309	0.708426388723198
YJL060W	-0.131906706633876	0.751108387636906	0.672981573903633
YDL052C	0.449438155133949	-1.0656323075811	0.537732611950439
YLR273C	-0.259534497074778	0.500594155250284	1.4503052770965
YGR172C	0.437934770028494	-1.09737397535407	0.791802381045355
YJL157C	0.15006088118166	-1.20031555552035	-0.828583794287132
YDR329C	0.287517625111695	-1.0143230711056	1.54679520081997
YAL056C-A	0.46581213928463	0.729335182284581	1.97054699628012
YNL022C	0.123378791917531	1.9177221844052	-0.607614179095493
YCR043C	0.15234399135981	0.579823397777932	0.720352605244329
YHR182W	0.342534726396309	1.11043851882449	-0.637466847259167
YJL009W	0.261714579713174	1.16365293554407	0.831859991418606
YGR257C	0.294502973419595	-1.38182938430954	1.02308636363715
YKL133C	-0.00766021080104198	0.623149127901533	0.671961731054941
YGL061C	0.151521381316235	-1.69313994103181	1.22673122811108
YDL016C	-0.24729113748949	-1.839824234955	0.934650053275195
YLL043W	0.222187098450639	-1.03355684249999	-1.07411052979723
YDR233C	0.246227843347946	-1.73592449680966	-1.18655959786595
YEL018W	0.213490132731315	-0.773499399340728	1.0378453403717
YNL096C	0.249026427811593	0.617009563109257	-1.65703146591766
YKR056W	0.158898666006102	0.432827704200125	0.457616449554998
YHR034C	0.19622645203649	-0.836699164922754	0.741798751701947
YLR382C	-0.256083213068807	-0.70057371597976	0.650186614058054
YMR120C	0.0723459397771818	0.476709769639854	1.43400121236097
YPR159W	-0.175698750470024	0.935941890628637	-1.09216906747203
YMR014W	0.275064016321932	0.86432287789686	0.661397039653146
YPL162C	0.0987614515205327	-1.25293834658225	1.24652759747522
YER043C	0.17749999335197	-0.470761035181561	0.949453529406954
YHR118C	0.225340382955422	0.817000602333964	0.450242818708027
YML105C	0.164337419785306	-0.580166631534348	0.888341356366592
YPL156C	0.465639906578246	-1.34968567216432	1.2178542868815
YNL137C	-0.241619999987335	-0.488426413532526	0.60719254565932
YGL127C	-0.339644486526491	0.838960961974222	1.646708274079
YKL089W	0.201880227060116	0.932134938830046	0.824012856029672
YBR215W	-0.529618168145267	0.781018818667751	-1.48563392092005
YHR013C	0.393463480454718	0.58721322965602	0.698236998139493
YMR156C	0.234805954318253	0.563350085235483	0.663768240227748
YNR053C	0.177487233997012	0.984855943543396	-0.954959582095413
YIL058W	-0.318530146719102	0.760944596440058	0.653945089898494
YOR036W	-0.0983182653885955	0.594256724126744	-0.677767665584615
YPL258C	-0.186528012843442	0.761083603488787	-0.692056080538958
YLR060W	0.154594892372802	0.859874943494918	0.699426152786616
YGL245W	0.247078746395499	-0.762580841545583	1.42507626343663
YIL040W	-0.847744573042477	-0.650871081487276	0.440920703702702
YDL113C	-0.278366742013656	-1.74921121988503	0.848512454875372
YLR198C	0.314112761558271	1.26255651580208	-1.00864673003944
YGR090W	0.172284195109711	0.917437728682968	-1.0629469977022
YPL106C	0.190475330154563	1.35317484729528	-0.627457153708654
YKL052C	-0.210880795120824	-0.505464355458901	1.7400537438221
YNL075W	0.0982808388645299	0.653424818184373	-0.813036552257745
YCL054W	0.149311344345283	-1.18797877048324	1.09396613168667
YGL224C	0.317284311233923	-1.46663357408852	0.482439977421051
YLL008W	0.130914134204676	-0.905797361794981	0.877821754788592
YKR036C	0.22104068789327	1.81492707538315	-0.941272567255596
YKL026C	-0.154806705271452	-1.02537400380225	-1.04865884081977
YDR190C	0.154637543659385	-0.448644508279506	-0.755247029372106
YFL034C-A	0.357765799900996	0.465958081904026	1.24019785840621
YML130C	-0.327608379449949	-0.789318467059171	0.656333673711809
YAL053W	-0.253984122611001	-0.8206836668073	1.31851328260973
YHR175W	0.298981288913544	-0.733963431149478	0.494378314176214
YJL089W	0.441310627710636	0.394436818658212	1.30519485851922
YHR209W	0.171087913749098	0.621977268406313	-1.26108476368816
YGR248W	0.391665635226535	-1.35413786964901	1.39201456769546
YNL035C	0.138729068456506	2.36446171596566	-1.34393306117541
YGR228W	0.235190083152299	0.65214251396382	0.594548701310204
YGR067C	-0.259853219318316	-0.599099934701114	1.08485288644357
YGR132C	-0.361766923973962	-0.874466563334456	-0.70092909651017
YDR366C	-1.22217643968	0.586259447296867	1.69188608578213
YMR196W	0.210160555445708	0.636137000565842	-0.603721267772367
YLR110C	-0.0457983177232597	-0.587028573495033	-1.61052047590217
YPL003W	-0.0771499427240762	0.890015827399054	-2.29903953483892
YOR094W	0.156038680159324	1.52037627880778	-0.48516854565968
YHR065C	0.122006438819902	-1.08248930449991	0.543579206924161
YGR039W	0.250955173036628	-1.28697744649371	0.668286526054328
YMR282C	-0.260708222027186	-0.52563949680893	-1.44272435169188
YMR277W	0.229948169141418	0.418980802212212	-1.17292351236978
YBL039C	-0.590524628240028	-0.430560075498299	-0.971280848394404
YHL042W	0.21179109607115	0.969469343302488	-0.599065525113675
YGL052W	-0.134729767428751	-0.972806252526744	-0.93908610222351
YPR156C	-0.00625929927145683	0.704574909661387	-0.487220198140196
YGR073C	0.363108482320395	-0.430009554729779	0.483614081212501
YKL076C	0.240035845796383	1.36132754853659	1.33248184180183
YPL183C	0.322148306057913	-0.893499917663979	0.879032278548506
YNR046W	0.124093007882444	-0.378116955503253	0.64043894688138
YMR061W	0.221160130311571	0.530208800315453	-1.01569276071261
YHR188C	0.212827138050603	-0.632892054894244	-0.583204412826377
YGL013C	-0.255110554574113	-0.539407375161832	-0.74371081028717
YDR110W	0.182656296630947	-1.05722831544016	0.775717958642932
YDL153C	0.236785309180509	0.436031831531047	0.581144654290621
YJR057W	0.223830024296513	1.50090979788617	0.64036460485113
YMR247C	0.179561617122616	-0.928790397358554	1.1880683742696
YER044C	0.704302167019469	-0.551243470469046	1.1239551689696
YKR014C	0.294703954659567	-0.455503082184653	0.601069463465177
YJR073C	0.561697439015314	0.468077408855401	-0.526235612707164
YMR193C-A	0.458911940976084	0.510049595411555	0.494920710353313
YKL211C	0.523075496835591	-0.506284990316539	1.08628563628744
YER110C	0.0923011263182822	-0.529762706216916	0.44032434950037
YCR050C	0.204110303299672	1.43450940669846	-1.35396727127226
YJL053W	0.250737832021926	0.482285677780887	1.16385295982422
YMR068W	-0.226921388103717	-0.573148686014513	-0.538626097718612
YKR093W	0.101810406520396	0.592641050219364	-1.6943930770438
YDR438W	0.200211176286284	-0.725710393718251	-2.35504399129997
YPL039W	0.188435731802964	0.869091533358547	-0.969477020369452
YBL097W	-0.487341447084146	-0.945076883895268	-0.566440546323276
YLL037W	0.387149898204308	1.20694831310031	0.56201898574978
YKL117W	-0.278532756762737	-0.692471092545666	0.809394487179785
YLR041W	-0.268546596465792	-0.605070041913414	1.02269512844453
YKL029C	0.20606212976358	-0.775717029674428	-0.486340140655363
YNL227C	0.319880114816702	0.778743842974938	0.818825750903481
YLR433C	0.159955041826326	-0.590546436329621	0.679862137937119
YCR057C	0.0526470819440596	1.08871232638384	1.53939862551984
YGL039W	0.45889334256682	-0.988157471904546	-0.638798485799599
YOR225W	0.25115867684645	1.92093771480917	0.793900075798209
YGR095C	0.339307204250047	-0.547533953923399	-1.96624017250595
YER089C	0.203007746522777	-1.14493861729359	-1.14527362814494
YGL067W	0.289864176279502	0.662892347917314	-1.3442696835098
YDR478W	0.209366497194845	-0.494866775003327	-0.791181491597145
YJR104C	0.315576577864301	-0.802232269793085	0.407368920116949
YDL130W	0.303542333135967	-0.9522993906303	-1.03903116819227
YOR345C	0.282262544696602	-0.787371505704146	1.13339211996937
YBR118W	-0.181572694036962	1.02142867581105	1.47429719671387
YGR206W	0.433492657051362	0.832557382898882	-0.854646645104606
YJL194W	-0.320759108916247	1.40248681642836	-0.982661552027294
YHR027C	-0.257632870887978	0.781031798059408	0.520334398336824
YLR132C	-0.261376811561488	2.1036165730719	0.405978114237664
YFL039C	-0.0520138007544354	0.454889370509833	0.936778863772359
YHL043W	0.327812215913019	-0.448374967318395	0.750882666672944
YKL007W	-0.212535728240669	-0.397498949988578	-1.38193621690583
YPL210C	0.127946893087606	-0.647308442530829	0.726464708881539
YFR015C	1.59778891867107	-0.35433686105455	-0.645308583128729
YJL185C	0.439402645562103	-0.61610829701416	-0.84128997729034
YGL148W	0.234996785106622	-0.544299407838769	0.853461076046225
YBL018C	-0.630673513455672	-0.613220994122877	-0.723103049689873
YDL248W	0.42472011197924	0.876247600144499	0.620618644985024
YGL125W	-0.403963999424336	-0.656383886500841	1.65898693866018
YGL020C	0.27919702160781	0.785776491307781	-0.497498429341107
YDR305C	0.371545625292393	-0.702156850896558	0.50420875938693
YBR252W	-0.842255089895019	-0.593366075898198	0.855789521715254
YGR261C	0.128325349723414	0.515548513054129	0.561483086514336
YLL022C	0.116744585468106	-1.06488718781363	0.50206857793381
YOR111W	0.446919024868721	1.16456299565764	1.68207581678225
YPL048W	0.344680509844233	1.43365174633834	-0.623336283513343
YDR034C	0.250855894553232	0.885178549065755	-0.715777096214099
YMR192W	0.230187317514231	-0.546548761597822	0.62782595647703
YLR426W	0.239632365847757	-0.453337872421034	-1.34952009043589
YGL155W	0.153931350479872	-1.68086379228243	-1.09947910461526
YLR459W	0.170764939495193	-0.601010674476209	-0.943347403909273
YNL169C	0.225972885638758	-0.673886492162215	0.642678662072525
YPR136C	0.310582912322608	-0.606309488245059	0.867909779148277
YBL096C	-0.401921042255822	-0.767320234302041	-2.13156362062089
YHR066W	0.155223082946304	0.499515930014421	-0.654483197445731
YLR377C	-0.123300136619619	0.961314627345807	0.644637921742285
YKL195W	-0.321890185400267	0.775742177477852	-0.829228957253933
YDR320C	0.249167002309291	-0.608181708105229	-0.983529529112571
YFR017C	-0.136899751027684	-0.971406067287338	0.695065186833048
YMR087W	-0.0731179775489549	1.48607607427395	0.63677319566792
YOR006C	0.122773468235677	-0.627883474407213	0.606852578935384
YGR203W	0.55950104519731	1.4340137158509	0.773776350554974
YER128W	0.367804040250695	0.944107224103451	-1.57706602169613
YOR328W	0.426605110755617	-0.7420047172075	0.473705802896064
YHR157W	-0.180916589225385	-0.641253276877587	-0.901141396431145
YPL160W	0.221095485488255	-0.460214284548491	1.48305693459938
YGL005C	0.111018879407993	-0.921299498029311	-1.29207867253941
YGR195W	0.183730733558254	-1.93635228612988	0.953206581439613
YCL045C	0.164879329604225	1.68474854672655	0.865668544861213
YML121W	0.279958288944997	-0.536576321211389	-1.41301271670666
YEL022W	0.211521272709563	0.758924415172799	-1.23734573570762
YCR079W	-0.21719255061209	0.991283879286813	1.21939672604793
YDL133W	-0.141045987512569	1.96126385632284	-1.17514910554381
YDL167C	0.0764937463257757	-0.890730993044707	-1.08440388846909
YMR027W	0.344333189576647	1.43395897346129	-0.890648507442349
YLR018C	0.188232732160543	-0.889480425521627	-0.833049177845961
YPR060C	0.216447301520972	-1.15068995950355	-0.770515693452011
YML056C	0.2679508325845	0.6066458124504	0.548286425150287
YMR306W	-0.21493159850745	0.647099054398733	-0.55999838781955
YDL064W	0.287851418405949	0.519867200109969	-1.21298165626255
YKL084W	0.516107492715667	0.631601918489226	-1.10393777829481
YDR080W	0.276157113073064	-0.5374790139218	-1.17192496376896
YHR130C	0.333579865155272	-0.456036833201892	-0.463835363712377
YJR078W	0.667124319146005	-1.03541303618663	-1.41577116664066
YCR035C	0.172395075150472	0.438362885298692	-0.449738427681667
YGR263C	0.276553289371287	-0.723565053275683	1.00905032812346
YJR083C	0.156148618608399	0.45323099122741	-0.787794833879007
YPR067W	-0.231494773686503	0.722792592181206	1.16885143742766
YPL046C	0.159580301914917	-0.749657173949393	0.538321369465695
YLR444C	0.137552588840116	0.777405853105191	1.09010480870573
YOR174W	0.207848315696349	0.399538862719588	0.435127237036636
YPR016W-A	0.279814629636254	-0.552699897554847	0.63383543077344
YPL075W	0.326432434976153	-0.403509828450106	0.609316348744901
YMR158C-A	-0.149925269004906	1.50129256864196	-0.680446083261841
YPL043W	0.122539782601807	-0.737357050226549	-0.718503684638747
YHR020W	0.0596362533322232	0.757344768260768	-1.1823393312986
YDR397C	0.150852597540235	-1.18160438865987	0.645017414558746
YDL001W	0.171715025593676	1.05833006339112	0.804235484722897
YJL087C	0.151293014432277	0.686368378438087	0.773239109308147
YKL090W	-0.289292547905653	-0.480060032289076	0.531124627648306
YDR034C-A	-0.877402439054561	-0.682152448379132	-0.817725782404481
YHR064C	0.216904031864067	-0.858692237806344	0.473538284033431
YPR064W	-0.286281933058002	-0.71336590123444	-0.57095634312693
YJR072C	0.10147883583707	-1.05483388959867	-0.395209080891856
YML123C	-0.659941279256136	1.66106606943557	0.548817744791344
YJR007W	0.112928422624128	0.603266887268381	0.777729427516787
YNL218W	-0.218327374721845	1.56589894665017	-0.928052583883839
YDR439W	0.221858546729759	-0.89105950539186	-0.398956036664152
YDR019C	0.389914878134365	0.677460011008786	-0.537538660635289
YLR145W	0.195550575983321	-0.563541016393331	-0.550105724155877
YDR391C	0.58312826652723	0.440342616559594	0.41341090427923
YER026C	0.728449767432986	0.388498757467422	-0.811318779937763
YAL067C	0.450289766731078	0.665899823628362	0.918247240672908
YMR198W	0.372269785145086	-0.883102978913722	-0.434014773604217
YNL156C	-0.0274174869088287	0.462360643694972	0.583968741326703
YJR031C	0.192496253812036	-0.620162971438347	0.707191066876463
YDR312W	0.116765042587897	-0.589270440584707	1.01352035327153
YGL261C	-0.167229407407891	1.25298244422281	1.79207161575622
YGR199W	0.290011704464065	-1.3783602178562	-0.416444360430613
YMR040W	-0.0547245256344202	-0.546988991012446	0.694977229730377
YDR126W	0.244847724566433	-0.807512847708893	-0.60449074198399
YOR090C	0.198231397454506	-0.87271518500986	0.61903385250034
YMR052W	0.24579023667822	0.599093801985526	-0.70790169563449
YPL218W	0.397360079871199	-0.402772065479476	-0.843575411338184
YLL048C	0.249318673667448	-0.797989172691919	-0.507598471364799
YGR040W	0.226787348859787	-1.08858830117327	1.63328156920368
YPR171W	0.234367508155456	-1.05352408422666	-0.494592227487106
YLR129W	0.0727439084894759	-1.5340988422177	-0.665790362535581
YIL049W	-0.401026835068618	0.398773754576374	0.478035211200369
YGL153W	0.149261473911712	0.760849175392086	-0.629554886372213
YJL041W	0.362029413491195	1.78437708520026	-0.737741753464707
YDL150W	0.226193500019425	1.85260028071365	-0.680414896025509
YJL001W	-0.131732363334894	-1.07121920658061	0.508021566935764
YDL009C	-0.230384224197674	-0.388070045418721	0.458804780367547
YDR544C	0.565419655971323	-0.54929494615554	0.828422970857159
YKL120W	0.1406283870521	1.1569252884296	-1.22137303950421
YOR103C	0.389516960967926	-0.684149247957417	0.584053887394968
YOL144W	0.0963932299196469	0.391708855480636	0.445617117320146
YDR300C	0.290054517405996	-0.526363748697781	0.429860221457158
YLR447C	0.303914243568514	1.06903602613201	0.703024279134681
YML111W	0.188475541687332	-0.751820893847658	0.516577394098768
YPL170W	0.482557394066709	0.985750748776081	0.655864089482965
YDL112W	0.0981964134064278	-0.450087460230882	-1.53055697232996
YGR234W	0.411282464246178	0.517661440172996	-1.09212359080726
YBR064W	-0.20000290429846	-0.561460355539426	-0.574466937064763
YDR243C	0.0623102918213717	0.5571714585558	-0.997361018231454
YJR051W	0.308389267369003	-0.420232476950441	-1.56721985747185
YEL040W	0.117591972786918	0.393564619415758	0.583152793970682
YPR035W	-0.183916154275574	0.895785160101636	-0.446752085411679
YLR429W	0.258765240285772	-0.809030383687539	0.726210381099472
YAL010C	0.192195988422265	0.816278908692414	0.750930071307137
YBL085W	-0.744878224052491	-0.893205731879383	-0.885682658114738
YPR175W	0.152173219303898	-0.376481174082552	-0.746212961458518
YGL257C	0.171175310004067	0.742689205955812	-1.50287190665042
YDR213W	0.381965845022135	-1.3094602719474	0.840841034178525
YGL018C	0.29675212042737	1.07784146558978	0.634221545371228
YKL164C	-0.199048916187033	1.24208004425817	0.750473101179398
YML082W	0.0879001496097011	-0.985734681234254	-1.20049152856411
YJL140W	0.271734495776016	0.927746456439664	-0.846284529594857
YKL194C	-0.145293577721525	0.957373503977577	-2.12968084806667
YHR170W	0.0948897297136228	1.27351495077703	0.502679001908339
YML102W	0.145120961215691	0.379133378049969	0.473857050165539
YOL019W	-0.232646351119456	-0.860198646875558	0.669176723892155
YIL025C	-0.178097641471174	0.96805350762278	1.30103128388994
YJR135C	0.234449303875977	0.529273701085987	0.66438776260906
YKL147C	-0.22547183945002	1.18282159180818	-1.35962531027082
YLR107W	-0.0883102723616604	0.508378948430323	0.734399136975966
YDL122W	0.253007353928985	-0.59897942519739	0.430345124093839
YGR038W	0.397471107548246	-0.892756863924867	0.995798136221901
YCR027C	0.217351794268393	-0.799204639559258	0.547507141164513
YML099C	0.181693823773174	-0.506103674077366	1.33387177396031
YLR181C	0.240843933346757	0.728325240826712	-1.31837737189935
YGR192C	0.407433451357961	-0.448691687879734	-1.03116194718697
YGL152C	0.364828948125136	0.969447738708371	1.40904590991383
YER172C	0.252936308869115	-0.453744292168619	-0.521133009881322
YDR017C	0.33747093078114	-0.583229976855866	-0.712606816326382
YNL149C	-0.36534579691269	0.649710813747258	-1.36980577778689
YMR316C-B	-0.540504081548563	1.02849980639413	-0.535659852876184
YOR258W	0.368453225244606	0.766941755772873	-0.851127196998477
YDL050C	0.313110706929271	-0.503325521635679	0.944714755724626
YGR214W	0.211668599134084	1.24355855653412	-0.671311055692771
YML091C	-0.239341006280231	-0.320758123413041	0.574100296402117
YDR256C	-0.424731756797475	0.748717231647778	-1.35674048791534
YOL059W	0.627066663413508	2.92528495791826	1.55036191972081
YLL020C	-0.278649651206387	-0.599827663559235	-2.77771701340632
YPR190C	0.12255777174721	-0.72581258985222	-0.618007373453915
YDR374C	-0.5017683344739	0.458613440131515	0.86330767124445
YDL108W	0.236060938971166	0.481152490917156	0.875791285902782
YGR197C	0.531131618468977	0.433198227136852	0.648197598178426
YNL305C	0.0616524529915315	0.589153503567549	0.70301112434854
YHR001W	0.293835888561192	0.417921385412802	1.26239589082332
YLR224W	-0.111981579704677	1.52610006885836	-0.720047075945593
YLR222C	0.0311142988106801	-0.706672144687038	0.535181468836006
YEL052W	-0.11791083733027	0.831038768366112	0.984030077060444
YAL004W	0.238042242822535	-0.594154421406252	1.97165145804836
YLR303W	0.201943120093207	-0.623191058285119	-0.459505274690166
YEL042W	0.180552132223816	-1.72053397343953	0.431233368962907
YMR020W	-0.0424837001277515	0.921808827946488	0.533601736016306
YOR252W	0.100198003869498	1.68343815684812	-0.424462865777572
YDR205W	0.149108226225424	-0.914389178756418	0.753914662646003
YML098W	0.21104899460021	-0.967393426517831	-0.494788554072773
YNR043W	0.128519980711736	-0.558953920030763	0.552444261452462
YPL208W	0.238027604931267	-0.741829311235094	0.861416225427832
YGL201C	0.136659229313191	0.618625955463054	0.816182248132298
YNL108C	0.245130658533289	-0.35080849657479	1.44285330303204
YBR144C	0.312715528125236	0.472180891508105	0.624858304478563
YMR318C	-0.217837016269216	2.0413970426242	-0.619656291820561
YHR196W	0.12193791193048	-1.11851931072601	0.664978697957232
YGR014W	0.450267938995686	0.894583828760935	0.878357792231237
YFR006W	-0.0191955323031859	-0.436875494598313	0.561336433911923
YOR089C	0.282113132535398	-0.479104918141676	0.684410310357757
YOR007C	-0.205237965025892	1.37986529536676	1.38798377326426
YJL029C	0.217224310673489	0.800718383203742	0.743152975219848
YFR052W	-0.176691479681988	-0.512119555924855	-0.658751477580193
YFL009W	0.151123841717026	1.18076885297637	-0.715626967943897
YOR295W	0.21109442900565	1.00075470671756	-0.644598117321248
YOR288C	0.481048079322611	1.79544478894116	1.45040043811752
YER039C-A	0.360227557284894	0.516066299568445	-0.729238173400478
YLR074C	0.134621806443617	-0.633872965724406	0.775661465588069
YLR216C	0.418565704786224	0.687158946101985	1.11192225638048
YLL038C	0.130370942367487	0.351662375192486	1.26689256357676
YPL272C	-0.138718907260568	0.773914476910126	-0.808848847049658
YIL148W	-0.737418326046678	-0.745162845202472	-1.10578029103844
YGR078C	0.270747302387482	0.414136850021142	-0.468253843172572
YGR283C	0.0437983933073555	-0.827826068751658	0.586257110589554
YCL040W	1.08105997701558	0.671218143446371	0.735375776130926
YOL103W	-0.251515939534301	-0.645873232170945	1.46605731145808
YJL108C	-0.178505415935091	-0.421263544233204	0.694041186968831
YMR287C	0.1001917276516	-0.64404083773723	0.56273711450377
YDL098C	0.249510924399769	0.726361053290148	0.761514808622151
YGL228W	0.269641007282887	0.656169664965517	0.612452435251126
YPR036W	0.287455911413136	-0.469489886809777	1.06594254697386
YCL007C	0.414774344055072	-0.576029583973126	-0.527612024970907
YMR095C	-0.329566031687285	0.605487027789146	0.551926744403988
YGL160W	0.318670185573757	-0.50021309840023	0.463277632470552
YGR122W	0.192194189188312	0.466433128469507	-0.41827326630501
YIL149C	-0.790750324562729	0.985830591170604	0.571225094100865
YKL024C	0.461559685086216	-1.46173169073836	-1.31867985125516
YOR067C	0.213736040652839	-0.691663220972902	-1.08129975655879
YJR097W	0.166529766366717	0.941860068226493	-2.08542903766293
YBR299W	0.913378314861451	0.412402954365711	0.555680427806372
YHR158C	0.451648756411043	-0.534136977622553	0.687215034819313
YMR019W	0.159804956708985	0.897843600434489	-0.557084000859672
YLL025W	-0.159584870783643	0.500631142399343	0.647330459793574
YOR002W	0.180571229014196	0.93979784919785	-0.737840901272319
YPL265W	0.216206782441954	-0.994025777630768	-1.00087597568408
YFR043C	0.359897288608124	-0.631898791960131	-0.956693136902452
YJR147W	0.263063892279663	-0.607556066023306	0.966323690756164
